"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
GO:0002269,GO:0002269,leukocyte activation involved in inflammatory response,6/591,33/18493,0.00055092,0.001601186,0.000663202,ATM/CLU/JUN/PTPRC/TNF/IL13,6,
GO:0030947,GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,6/591,33/18493,0.00055092,0.001601186,0.000663202,DAB2IP/HIF1A/IL1B/VEGFA/ITGA5/MT3,6,
GO:0031128,GO:0031128,developmental induction,6/591,33/18493,0.00055092,0.001601186,0.000663202,AR/CTNNB1/GDNF/BMP2/FGFR1/HIPK2,6,
GO:0045738,GO:0045738,negative regulation of DNA repair,6/591,33/18493,0.00055092,0.001601186,0.000663202,OGG1/RIF1/TP53BP1/HSF1/POLQ/RPS3,6,
GO:0070873,GO:0070873,regulation of glycogen metabolic process,6/591,33/18493,0.00055092,0.001601186,0.000663202,AKT1/GSK3B/IGF1/IRS1/MTOR/POMC,6,
GO:0071312,GO:0071312,cellular response to alkaloid,6/591,33/18493,0.00055092,0.001601186,0.000663202,BCL2L1/CASP3/CCNA2/ICAM1/MDM2/RAD51,6,
GO:0016241,GO:0016241,regulation of macroautophagy,14/591,158/18493,0.000558698,0.001622348,0.000671968,AKT1/CASP3/HIF1A/HMOX1/KDR/LAMTOR5/MAPK8/MTOR/SIRT1/CDK5/IL4/SESN2/TBK1/TIGAR,14,
GO:0034250,GO:0034250,positive regulation of cellular amide metabolic process,13/591,140/18493,0.000559093,0.001622348,0.000671968,CDK4/CLU/ERBB2/IL6/MTOR/NPM1/PPP1R15A/PTK2B/RHOA/TNF/KHDRBS1/TNFRSF1A/UCN,13,
GO:1903900,GO:1903900,regulation of viral life cycle,13/591,140/18493,0.000559093,0.001622348,0.000671968,BCL2/CD4/IFI16/IFNB1/PML/SMC3/TNF/APOBEC3G/CHMP4C/CXCL8/LGALS1/TRIM28/TRIM31,13,
GO:0006417,GO:0006417,regulation of translation,26/591,402/18493,0.000564476,0.001637099,0.000678077,AGO2/AKT1/CDK4/DHFR/ERBB2/HSPB1/IL6/MTOR/NCL/NPM1/PER2/PPP1R15A/PTK2B/RHOA/STAT3/TNF/ACO1/CALR/EIF2AK3/EIF4EBP1/FOXO3/KHDRBS1/MRPL13/RPS3/SESN2/UCN,26,
GO:0000271,GO:0000271,polysaccharide biosynthetic process,9/591,74/18493,0.000568467,0.001645182,0.000681425,AKT1/EGF/GSK3B/IGF1/IRS1/MTOR/NFKB1/PER2/TGFB1,9,
GO:0006096,GO:0006096,glycolytic process,9/591,74/18493,0.000568467,0.001645182,0.000681425,HIF1A/IGF1/PKM/PPARA/STAT3/DDIT4/LDHA/P2RX7/TIGAR,9,
GO:0010827,GO:0010827,regulation of glucose transmembrane transport,9/591,74/18493,0.000568467,0.001645182,0.000681425,AKT1/BRAF/IGF1/IL1B/IRS1/MAPK14/TERT/TNF/LEP,9,
GO:0072347,GO:0072347,response to anesthetic,9/591,74/18493,0.000568467,0.001645182,0.000681425,CCNA2/MDM2/MTOR/PTK2B/CDK5/DNM2/FOSB/HSPD1/PRKCE,9,
GO:0060491,GO:0060491,regulation of cell projection assembly,15/591,177/18493,0.000576206,0.001666695,0.000690336,APC/ATMIN/CAV1/HRAS/ICAM1/KIT/MTOR/RAC1/SRC/ATG5/CCR7/DNM2/GAP43/P2RX7/RALA,15,
GO:0019359,GO:0019359,nicotinamide nucleotide biosynthetic process,11/591,106/18493,0.000577455,0.001668542,0.000691101,HIF1A/IGF1/PKM/PPARA/PTGS2/STAT3/DDIT4/LDHA/NADK/P2RX7/TIGAR,11,
GO:0019363,GO:0019363,pyridine nucleotide biosynthetic process,11/591,106/18493,0.000577455,0.001668542,0.000691101,HIF1A/IGF1/PKM/PPARA/PTGS2/STAT3/DDIT4/LDHA/NADK/P2RX7/TIGAR,11,
GO:0006089,GO:0006089,lactate metabolic process,4/591,13/18493,0.000586438,0.001686471,0.000698527,HIF1A/PER2/LDHA/TIGAR,4,
GO:0014842,GO:0014842,regulation of skeletal muscle satellite cell proliferation,4/591,13/18493,0.000586438,0.001686471,0.000698527,ANGPT1/JAK2/STAT3/FGF2,4,
GO:0030213,GO:0030213,hyaluronan biosynthetic process,4/591,13/18493,0.000586438,0.001686471,0.000698527,EGF/IL1B/NFKB1/TGFB1,4,
GO:0030812,GO:0030812,negative regulation of nucleotide catabolic process,4/591,13/18493,0.000586438,0.001686471,0.000698527,PPARA/STAT3/DDIT4/TIGAR,4,
GO:0031650,GO:0031650,regulation of heat generation,4/591,13/18493,0.000586438,0.001686471,0.000698527,IL1B/PTGS2/TNF/TNFRSF11A,4,
GO:0045086,GO:0045086,positive regulation of interleukin-2 biosynthetic process,4/591,13/18493,0.000586438,0.001686471,0.000698527,CD4/IL1A/IL1B/PTPRC,4,
GO:0051198,GO:0051198,negative regulation of coenzyme metabolic process,4/591,13/18493,0.000586438,0.001686471,0.000698527,PPARA/STAT3/DDIT4/TIGAR,4,
GO:0060397,GO:0060397,JAK-STAT cascade involved in growth hormone signaling pathway,4/591,13/18493,0.000586438,0.001686471,0.000698527,JAK2/STAT3/GH2/LYN,4,
GO:0097531,GO:0097531,mast cell migration,4/591,13/18493,0.000586438,0.001686471,0.000698527,KIT/RAC1/VEGFA/CCL11,4,
GO:0045638,GO:0045638,negative regulation of myeloid cell differentiation,10/591,90/18493,0.000592744,0.001703709,0.000705667,CTNNB1/GABPA/HIST4H4/MYC/NFKBIA/PTK2B/HSPA9/IL4/LYN/TLR4,10,
GO:0050806,GO:0050806,positive regulation of synaptic transmission,14/591,159/18493,0.00059511,0.00170769,0.000707316,ABL1/APOE/BRAF/CREB1/EGFR/PTEN/PTGS2/PTK2B/TNF/ARC/CDK5/GFAP/NTSR1/PRKCE,14,
GO:0007129,GO:0007129,synapsis,7/591,46/18493,0.000595379,0.00170769,0.000707316,CCNE1/FANCD2/MLH1/MRE11/SPO11/MSH4/MSH5,7,
GO:0044003,GO:0044003,modification by symbiont of host morphology or physiology,7/591,46/18493,0.000595379,0.00170769,0.000707316,ALB/BCL2L1/CASP8/CD4/TGFB1/HIPK2/NTRK3,7,
GO:0045023,GO:0045023,G0 to G1 transition,7/591,46/18493,0.000595379,0.00170769,0.000707316,BMI1/BRCA1/CHEK1/DAB2IP/E2F1/RAD51/RBBP8,7,
GO:0060041,GO:0060041,retina development in camera-type eye,13/591,141/18493,0.000598322,0.001715231,0.000710439,ACHE/ATP8A2/BAX/HIF1A/PROM1/RET/RRM1/THY1/ACVRL1/CASP2/DCX/HIPK2/IRX5,13,
GO:0006470,GO:0006470,protein dephosphorylation,22/591,318/18493,0.00060746,0.001740514,0.000720911,BCL2/CDC25A/CDC25C/CYCS/GSK3B/IKBKB/JAK2/LCK/MTOR/PPM1D/PPP1R15A/PTEN/PTPRC/TGFB1/TNF/CAMK2G/CDC25B/DUSP1/PPP1CC/PTPN13/RGN/STK11,22,
GO:0061077,GO:0061077,chaperone-mediated protein folding,8/591,60/18493,0.00061401,0.001758361,0.000728303,CLU/HSPB1/CALR/CSNK2A1/FKBP5/HSPA2/HSPA9/HSPE1,8,
GO:0006757,GO:0006757,ATP generation from ADP,9/591,75/18493,0.000628029,0.001795682,0.000743761,HIF1A/IGF1/PKM/PPARA/STAT3/DDIT4/LDHA/P2RX7/TIGAR,9,
GO:0032642,GO:0032642,regulation of chemokine production,9/591,75/18493,0.000628029,0.001795682,0.000743761,EGR1/HIF1A/HMOX1/IL1B/IL6/TNF/ADAM17/IL10/TLR4,9,
GO:0070373,GO:0070373,negative regulation of ERK1 and ERK2 cascade,9/591,75/18493,0.000628029,0.001795682,0.000743761,ABL1/ATF3/DAB2IP/PTEN/PTPRC/DUSP1/LYN/RANBP9/TLR4,9,
GO:0045665,GO:0045665,negative regulation of neuron differentiation,17/591,217/18493,0.000631105,0.001803534,0.000747014,APOE/GSK3B/MDM2/PTEN/PTK2/RHOA/THY1/ASPM/CALR/CDK5/FOXO3/GFAP/LGALS1/MT3/SHH/SOX2/TP73,17,
GO:0090288,GO:0090288,negative regulation of cellular response to growth factor stimulus,14/591,160/18493,0.000633517,0.00180948,0.000749476,ABL1/AGT/CAV1/DAB2IP/GATA3/SIRT1/TGFB1/ADAM17/DNM2/HIPK2/RASL11B/SMAD2/TWSG1/XDH,14,
GO:0061136,GO:0061136,regulation of proteasomal protein catabolic process,15/591,179/18493,0.000647914,0.001849634,0.000766108,AKT1/CAV1/CLU/DAB2/DAB2IP/GCLC/GPX1/GSK3B/MDM2/PLK1/SIRT2/KEAP1/PIAS1/SHH/UBE2K,15,
GO:0030262,GO:0030262,apoptotic nuclear changes,6/591,34/18493,0.000651112,0.001853922,0.000767884,BAX/CASP3/ACIN1/DNASE2/FEN1/HSF1,6,
GO:0032212,GO:0032212,positive regulation of telomere maintenance via telomerase,6/591,34/18493,0.000651112,0.001853922,0.000767884,ATM/ATR/CTNNB1/XRCC5/NEK2/TNKS,6,
GO:0060218,GO:0060218,hematopoietic stem cell differentiation,6/591,34/18493,0.000651112,0.001853922,0.000767884,ABL1/ACE/ERCC2/GATA3/XRCC5/TP73,6,
GO:0071392,GO:0071392,cellular response to estradiol stimulus,6/591,34/18493,0.000651112,0.001853922,0.000767884,CCNA2/EGFR/ESR1/KAT5/HSF1/IL10,6,
GO:2000516,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",6/591,34/18493,0.000651112,0.001853922,0.000767884,FOXP3/IFNG/ANXA1/NLRP3/SOCS1/TNFSF4,6,
GO:0003158,GO:0003158,endothelium development,12/591,125/18493,0.000670242,0.001907396,0.000790033,CTNNB1/GPX1/ICAM1/IKBKB/IL1B/KDR/RHOA/RHOB/TNF/ACVRL1/TNFRSF1A/XDH,12,
GO:0007519,GO:0007519,skeletal muscle tissue development,14/591,161/18493,0.000674004,0.001917103,0.000794053,ATF3/BCL2/CAV1/CTNNB1/EGR1/GPX1/MAPK14/RB1/RHOA/TGFB1/CDK5/EP300/FOS/SHH,14,
GO:0007052,GO:0007052,mitotic spindle organization,11/591,108/18493,0.000676755,0.001923927,0.00079688,CHEK2/PLK1/RHOA/SMC1A/SMC3/BCCIP/CHMP4C/FLNA/NEK2/TNKS/TPX2,11,
GO:0045646,GO:0045646,regulation of erythrocyte differentiation,7/591,47/18493,0.000680572,0.00193076,0.00079971,HIF1A/MAPK14/STAT1/STAT3/FOXO3/HSPA9/LYN,7,
GO:0055023,GO:0055023,positive regulation of cardiac muscle tissue growth,7/591,47/18493,0.000680572,0.00193076,0.00079971,CDK1/IGF1/MAPK14/MTOR/FGF2/FGFR1/PARP2,7,
GO:0060986,GO:0060986,endocrine hormone secretion,7/591,47/18493,0.000680572,0.00193076,0.00079971,AGT/GATA3/IL1B/POMC/FGFR1/LEP/UCN,7,
GO:1990928,GO:1990928,response to amino acid starvation,7/591,47/18493,0.000680572,0.00193076,0.00079971,ATF3/CDKN1A/FAS/MAPK8/MTOR/EIF2AK3/SESN2,7,
GO:0048863,GO:0048863,stem cell differentiation,16/591,199/18493,0.000682026,0.001933491,0.000800841,ABL1/ACE/ERCC2/ESR1/GATA3/GDNF/HIF1A/KIT/PTPRC/RET/SETD2/STAT3/XRCC5/SHH/TP63/TP73,16,
GO:0032753,GO:0032753,positive regulation of interleukin-4 production,5/591,23/18493,0.000683658,0.001933491,0.000800841,FOXP3/GATA3/HLA-E/NLRP3/TNFSF4,5,
GO:0060445,GO:0060445,branching involved in salivary gland morphogenesis,5/591,23/18493,0.000683658,0.001933491,0.000800841,HGF/TNF/FGFR1/PDGFA/SHH,5,
GO:0090189,GO:0090189,regulation of branching involved in ureteric bud morphogenesis,5/591,23/18493,0.000683658,0.001933491,0.000800841,AGT/GDNF/TGFB1/VEGFA/HOXB7,5,
GO:1901984,GO:1901984,negative regulation of protein acetylation,5/591,23/18493,0.000683658,0.001933491,0.000800841,BRCA1/FOXP3/GSK3B/SIRT1/ATG5,5,
GO:1905564,GO:1905564,positive regulation of vascular endothelial cell proliferation,5/591,23/18493,0.000683658,0.001933491,0.000800841,SP1/STAT3/ADAM17/FGF2/FGFR1,5,
GO:0045669,GO:0045669,positive regulation of osteoblast differentiation,8/591,61/18493,0.000687251,0.001940639,0.000803802,CTNNB1/HGF/IGF1/IL6/ILK/BMP2/JUND/TP63,8,
GO:1900076,GO:1900076,regulation of cellular response to insulin stimulus,8/591,61/18493,0.000687251,0.001940639,0.000803802,CDK4/IL1B/IRS1/SIRT1/SRC/LEP/SOCS1/SOCS3,8,
GO:1904356,GO:1904356,regulation of telomere maintenance via telomere lengthening,8/591,61/18493,0.000687251,0.001940639,0.000803802,ATM/ATR/CTNNB1/PARP1/SRC/XRCC5/NEK2/TNKS,8,
GO:0009161,GO:0009161,ribonucleoside monophosphate metabolic process,21/591,300/18493,0.000689137,0.00194496,0.000805592,APRT/CDK1/CYCS/HIF1A/HPRT1/IGF1/MSH2/COX2/PARP1/PKM/PPARA/RHOA/STAT3/TGFB1/TSPO/DDIT4/LDHA/NADK/P2RX7/PPAT/TIGAR,21,
GO:0001910,GO:0001910,regulation of leukocyte mediated cytotoxicity,9/591,76/18493,0.000692595,0.001953712,0.000809217,DNASE1/HLA-E/ICAM1/KLRK1/KLRC4-KLRK1/NOS2/PTPRC/LEP/P2RX7,9,
GO:0042119,GO:0042119,neutrophil activation,30/591,498/18493,0.000711938,0.00200724,0.000831387,APRT/BCR/CAMP/CAT/CD33/CD59/DNASE1/GLB1/HBB/HSP90AA1/MAPK14/MMP9/NFKB1/PKM/PTPRC/RAC1/RHOA/XRCC5/ASAH1/CD36/CKAP4/CXCL1/CXCL8/IDH1/NRAS/PLAUR/PRDX6/SERPINA3/TNFAIP6/XRCC6,30,
GO:0006733,GO:0006733,oxidoreduction coenzyme metabolic process,14/591,162/18493,0.000716661,0.002018471,0.000836039,HIF1A/IGF1/PKM/PPARA/PTGS2/STAT3/DDIT4/G6PD/IDH1/LDHA/NADK/NOX1/P2RX7/TIGAR,14,
GO:0043902,GO:0043902,positive regulation of multi-organism process,14/591,162/18493,0.000716661,0.002018471,0.000836039,AGO2/APOE/CD4/IFNG/JUN/NOS2/SIRT2/SMC3/SP1/CHMP4C/EP300/LGALS1/PRKCA/TBK1,14,
GO:0044282,GO:0044282,small molecule catabolic process,27/591,431/18493,0.000724486,0.00203946,0.000844733,AKT1/APOE/FUT1/GLB1/GPT/HPRT1/IRS1/MTOR/NOS2/PIPOX/PKM/PPARA/PTEN/TAT/TGFB1/AKR1C3/APOBEC3G/FGF2/LEP/MT3/NOS3/NTSR1/NUDT1/PPAT/SESN2/SULT1B1/TIGAR,27,
GO:0007369,GO:0007369,gastrulation,15/591,181/18493,0.000727081,0.00204571,0.000847322,CTNNB1/ITGB1/MMP2/MMP9/SETD2/ARID1A/CRB2/FGFR1/FN1/IL10/ITGA5/SMAD2/SNAI1/SOX2/TWSG1,15,
GO:0005976,GO:0005976,polysaccharide metabolic process,11/591,109/18493,0.000731495,0.002056012,0.000851588,AKT1/EGF/GSK3B/IGF1/IRS1/MTOR/NFKB1/PER2/POMC/TGFB1/PPP1CC,11,
GO:0072525,GO:0072525,pyridine-containing compound biosynthetic process,11/591,109/18493,0.000731495,0.002056012,0.000851588,HIF1A/IGF1/PKM/PPARA/PTGS2/STAT3/DDIT4/LDHA/NADK/P2RX7/TIGAR,11,
GO:0000910,GO:0000910,cytokinesis,14/591,163/18493,0.00076158,0.002139471,0.000886157,APC/BCL2L1/BRCA2/PIK3C3/PLK1/RHOA/RHOB/SETD2/CDC25B/CDC6/CETN2/CHMP4C/NOX5/PRKCE,14,
GO:0006446,GO:0006446,regulation of translational initiation,9/591,77/18493,0.000762478,0.002140893,0.000886746,AGO2/HSPB1/MTOR/NPM1/PPP1R15A/TNF/EIF2AK3/EIF4EBP1/KHDRBS1,9,
GO:0009112,GO:0009112,nucleobase metabolic process,6/591,35/18493,0.000764856,0.002140969,0.000886777,APRT/HPRT1/MTOR/RRM1/PPAT/XDH,6,
GO:0045923,GO:0045923,positive regulation of fatty acid metabolic process,6/591,35/18493,0.000764856,0.002140969,0.000886777,IRS1/PPARA/PTGS2/ANXA1/PPARG/RGN,6,
GO:0071470,GO:0071470,cellular response to osmotic stress,6/591,35/18493,0.000764856,0.002140969,0.000886777,CASP3/PTGS2/RELB/TSPO/XRCC5/XRCC6,6,
GO:0071542,GO:0071542,dopaminergic neuron differentiation,6/591,35/18493,0.000764856,0.002140969,0.000886777,CTNNB1/GSK3B/HIF1A/VEGFA/FGF20/SHH,6,
GO:1900026,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,6/591,35/18493,0.000764856,0.002140969,0.000886777,ABL1/BRAF/RAC1/CALR/DNM2/FLNA,6,
GO:1905898,GO:1905898,positive regulation of response to endoplasmic reticulum stress,6/591,35/18493,0.000764856,0.002140969,0.000886777,BAK1/BAX/CAV1/DAB2IP/PPP1R15A/SIRT1,6,
GO:0032233,GO:0032233,positive regulation of actin filament bundle assembly,8/591,62/18493,0.000767368,0.002145803,0.00088878,ABL1/BRAF/MTOR/RAC1/RHOA/FLNA/PAK1/PXN,8,
GO:0046622,GO:0046622,positive regulation of organ growth,8/591,62/18493,0.000767368,0.002145803,0.00088878,AKT1/CDK1/IGF1/MAPK14/MTOR/FGF2/FGFR1/PARP2,8,
GO:0055006,GO:0055006,cardiac cell development,10/591,93/18493,0.000768751,0.002148571,0.000889926,AGT/CDK1/IGF1/MTOR/PPARA/VEGFA/ATG5/G6PD/PAK1/PARP2,10,
GO:0009206,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,12/591,127/18493,0.000772367,0.00215647,0.000893198,HIF1A/IGF1/COX2/PARP1/PKM/PPARA/STAT3/TGFB1/DDIT4/LDHA/P2RX7/TIGAR,12,
GO:0045814,GO:0045814,"negative regulation of gene expression, epigenetic",12/591,127/18493,0.000772367,0.00215647,0.000893198,BMI1/HIST1H3J/HIST4H4/PPM1D/RIF1/SIRT1/SIRT2/ARID1A/DNMT1/HDAC1/SUV39H1/TRIM28,12,
GO:0043470,GO:0043470,regulation of carbohydrate catabolic process,7/591,48/18493,0.00077514,0.0021609,0.000895033,HIF1A/IGF1/PPARA/STAT3/DDIT4/P2RX7/TIGAR,7,
GO:0050702,GO:0050702,interleukin-1 beta secretion,7/591,48/18493,0.00077514,0.0021609,0.000895033,CASP1/PML/CCR7/CD36/NLRP3/P2RX7/TLR4,7,
GO:1903793,GO:1903793,positive regulation of anion transport,7/591,48/18493,0.00077514,0.0021609,0.000895033,AGT/APOE/ATP8A2/IL1B/NTSR1/P2RX7/TNFRSF11A,7,
GO:0046474,GO:0046474,glycerophospholipid biosynthetic process,18/591,241/18493,0.000775733,0.00216145,0.000895261,ACHE/ATM/CDS1/IRS1/PIK3C3/PTEN/BMX/FGF2/FGF20/FGF4/FGFR1/FLT3/PDGFA/PIK3CB/PLA2G2D/PLA2G4A/PLCG2/PTPN13,18,
GO:0008340,GO:0008340,determination of adult lifespan,4/591,14/18493,0.00080036,0.002216506,0.000918064,MSH2/MSH6/TP53/WRN,4,
GO:0010934,GO:0010934,macrophage cytokine production,4/591,14/18493,0.00080036,0.002216506,0.000918064,SIRT1/TGFB1/CD36/TLR4,4,
GO:0014841,GO:0014841,skeletal muscle satellite cell proliferation,4/591,14/18493,0.00080036,0.002216506,0.000918064,ANGPT1/JAK2/STAT3/FGF2,4,
GO:0036295,GO:0036295,cellular response to increased oxygen levels,4/591,14/18493,0.00080036,0.002216506,0.000918064,CAV1/FAS/NOX1/PPARG,4,
GO:0043217,GO:0043217,myelin maintenance,4/591,14/18493,0.00080036,0.002216506,0.000918064,AKT1/CLU/PTEN/SOD1,4,
GO:0044146,GO:0044146,negative regulation of growth of symbiont involved in interaction with host,4/591,14/18493,0.00080036,0.002216506,0.000918064,CAMP/TNF/CD36/IL10,4,
GO:0044546,GO:0044546,NLRP3 inflammasome complex assembly,4/591,14/18493,0.00080036,0.002216506,0.000918064,SIRT2/CD36/NLRP3/TLR4,4,
GO:0045064,GO:0045064,T-helper 2 cell differentiation,4/591,14/18493,0.00080036,0.002216506,0.000918064,GATA3/ANXA1/NLRP3/TNFSF4,4,
GO:0045651,GO:0045651,positive regulation of macrophage differentiation,4/591,14/18493,0.00080036,0.002216506,0.000918064,CASP8/RB1/TGFB1/PRKCA,4,
GO:0048308,GO:0048308,organelle inheritance,4/591,14/18493,0.00080036,0.002216506,0.000918064,CDK1/MAP2K1/MAP2K2/VRK1,4,
GO:0048313,GO:0048313,Golgi inheritance,4/591,14/18493,0.00080036,0.002216506,0.000918064,CDK1/MAP2K1/MAP2K2/VRK1,4,
GO:0051770,GO:0051770,positive regulation of nitric-oxide synthase biosynthetic process,4/591,14/18493,0.00080036,0.002216506,0.000918064,JAK2/KDR/STAT1/TLR4,4,
GO:1903522,GO:1903522,regulation of blood circulation,19/591,262/18493,0.000800955,0.002217031,0.000918282,ACE/AGT/AKT1/CAV1/DES/EGFR/ICAM1/IL2/JAK2/MDM2/PER2/PTGS2/RHOA/FLNA/GJA1/IRX5/LEP/NOS3/UCN,19,
GO:0009145,GO:0009145,purine nucleoside triphosphate biosynthetic process,12/591,128/18493,0.000828114,0.002287571,0.000947499,HIF1A/IGF1/COX2/PARP1/PKM/PPARA/STAT3/TGFB1/DDIT4/LDHA/P2RX7/TIGAR,12,
GO:0042177,GO:0042177,negative regulation of protein catabolic process,12/591,128/18493,0.000828114,0.002287571,0.000947499,DAB2IP/EGFR/NOS2/PML/SIRT2/TIMP1/BANP/CSNK2A1/FLNA/HIPK2/IL10/SHH,12,
GO:0050709,GO:0050709,negative regulation of protein secretion,12/591,128/18493,0.000828114,0.002287571,0.000947499,ANGPT1/ERP29/FOXP3/IL1B/IRS1/PML/TNF/ANXA1/ANXA5/FN1/IL10/NLRP3,12,
GO:0060359,GO:0060359,response to ammonium ion,12/591,128/18493,0.000828114,0.002287571,0.000947499,ABL1/CASP3/CCNA2/GABPA/MDM2/MTOR/PTK2B/CDK5/DNM2/FOSB/HSPD1/PRKCE,12,
GO:0042866,GO:0042866,pyruvate biosynthetic process,9/591,78/18493,0.000837998,0.002312535,0.000957839,HIF1A/IGF1/PKM/PPARA/STAT3/DDIT4/LDHA/P2RX7/TIGAR,9,
GO:1905897,GO:1905897,regulation of response to endoplasmic reticulum stress,9/591,78/18493,0.000837998,0.002312535,0.000957839,BAK1/BAX/CAV1/CLU/DAB2IP/ERP29/PPP1R15A/SIRT1/EIF2AK3,9,
GO:0002092,GO:0002092,positive regulation of receptor internalization,5/591,24/18493,0.000841073,0.002312844,0.000957967,ANGPT1/EGF/VEGFA/PLCG2/SELE,5,
GO:0003176,GO:0003176,aortic valve development,5/591,24/18493,0.000841073,0.002312844,0.000957967,GATA3/RB1/NOS3/SNAI1/TNFRSF1A,5,
GO:0006359,GO:0006359,regulation of transcription by RNA polymerase III,5/591,24/18493,0.000841073,0.002312844,0.000957967,AR/BRCA1/ERBB2/MTOR/PRDX5,5,
GO:0032104,GO:0032104,regulation of response to extracellular stimulus,5/591,24/18493,0.000841073,0.002312844,0.000957967,MTOR/PPARA/LEP/MT3/UCN,5,
GO:0032107,GO:0032107,regulation of response to nutrient levels,5/591,24/18493,0.000841073,0.002312844,0.000957967,MTOR/PPARA/LEP/MT3/UCN,5,
GO:0033081,GO:0033081,regulation of T cell differentiation in thymus,5/591,24/18493,0.000841073,0.002312844,0.000957967,EGR3/ERBB2/FOXP3/SOD1/SHH,5,
GO:2000191,GO:2000191,regulation of fatty acid transport,5/591,24/18493,0.000841073,0.002312844,0.000957967,AKT1/IL1B/NTSR1/P2RX7/TNFRSF11A,5,
GO:0006360,GO:0006360,transcription by RNA polymerase I,8/591,63/18493,0.000854826,0.002348299,0.000972652,CCNH/ERBB2/ERCC2/ERCC6/MTOR/NCL/EIF2AK3/FLNA,8,
GO:0048247,GO:0048247,lymphocyte chemotaxis,8/591,63/18493,0.000854826,0.002348299,0.000972652,CCL4/KLRK1/KLRC4-KLRK1/PTK2B/ADAM17/CCL11/CCL8/CXCL16,8,
GO:0045104,GO:0045104,intermediate filament cytoskeleton organization,7/591,49/18493,0.000879796,0.002412044,0.000999055,ATP8A2/DES/RAF1/SOD1/GFAP/NES/SHH,7,
GO:0045599,GO:0045599,negative regulation of fat cell differentiation,7/591,49/18493,0.000879796,0.002412044,0.000999055,E2F1/GATA3/IL6/SIRT1/SIRT2/TGFB1/TNF,7,
GO:0048546,GO:0048546,digestive tract morphogenesis,7/591,49/18493,0.000879796,0.002412044,0.000999055,BCL2/CTNNB1/EGFR/HIF1A/SHH/SMAD2/TP63,7,
GO:1990090,GO:1990090,cellular response to nerve growth factor stimulus,7/591,49/18493,0.000879796,0.002412044,0.000999055,AKT1/BRAF/CREB1/E2F1/PTEN/FOXO3/NTRK3,7,
GO:0006921,GO:0006921,cellular component disassembly involved in execution phase of apoptosis,6/591,36/18493,0.000893351,0.002443077,0.001011909,BAX/CASP3/ACIN1/DNASE2/FEN1/HSF1,6,
GO:0009262,GO:0009262,deoxyribonucleotide metabolic process,6/591,36/18493,0.000893351,0.002443077,0.001011909,OGG1/RRM1/RRM2B/NUDT1/SMUG1/UNG,6,
GO:0045841,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,6/591,36/18493,0.000893351,0.002443077,0.001011909,APC/ATM/PLK1/RAD21/DUSP1/XRCC3,6,
GO:0051973,GO:0051973,positive regulation of telomerase activity,6/591,36/18493,0.000893351,0.002443077,0.001011909,CTNNB1/HSP90AA1/MYC/XRCC5/NEK2/TNKS,6,
GO:1903580,GO:1903580,positive regulation of ATP metabolic process,6/591,36/18493,0.000893351,0.002443077,0.001011909,CDK1/HIF1A/IGF1/COX2/STAT3/P2RX7,6,
GO:1990868,GO:1990868,response to chemokine,10/591,95/18493,0.000908408,0.00248177,0.001027935,CCL4/HIF1A/PTK2B/RHOA/CCL11/CCL8/CCR7/CXCL1/CXCL8/DUSP1,10,
GO:1990869,GO:1990869,cellular response to chemokine,10/591,95/18493,0.000908408,0.00248177,0.001027935,CCL4/HIF1A/PTK2B/RHOA/CCL11/CCL8/CCR7/CXCL1/CXCL8/DUSP1,10,
GO:0046717,GO:0046717,acid secretion,11/591,112/18493,0.00091822,0.002507324,0.001038519,ACE/IL1B/NOS2/ANXA1/LEP/NTSR1/P2RX7/PLA2G2D/PLA2G4A/TNFRSF11A/UCN,11,
GO:0006766,GO:0006766,vitamin metabolic process,12/591,130/18493,0.000949716,0.002590501,0.001072971,DHFR/GCLC/IFNG/IL1B/NFKB1/TNF/AKR1C3/FGFR1/HLCS/PIAS4/RGN/SNAI1,12,
GO:0050710,GO:0050710,negative regulation of cytokine secretion,8/591,64/18493,0.000950103,0.002590501,0.001072971,ANGPT1/FOXP3/PML/TNF/ANXA1/FN1/IL10/NLRP3,8,
GO:0051865,GO:0051865,protein autoubiquitination,8/591,64/18493,0.000950103,0.002590501,0.001072971,BRCA1/MDM2/MTA1/RAD18/RNF8/DDB2/TRAF2/UHRF1,8,
GO:0045103,GO:0045103,intermediate filament-based process,7/591,50/18493,0.000995279,0.002710969,0.001122868,ATP8A2/DES/RAF1/SOD1/GFAP/NES/SHH,7,
GO:1900024,GO:1900024,regulation of substrate adhesion-dependent cell spreading,7/591,50/18493,0.000995279,0.002710969,0.001122868,ABL1/BRAF/PTK2/RAC1/CALR/DNM2/FLNA,7,
GO:0001556,GO:0001556,oocyte maturation,5/591,25/18493,0.001023977,0.002778059,0.001150656,EREG/PTK2B/SIRT2/CDC25B/FOXO3,5,
GO:0006309,GO:0006309,apoptotic DNA fragmentation,5/591,25/18493,0.001023977,0.002778059,0.001150656,BAX/CASP3/DNASE2/FEN1/HSF1,5,
